year,sex,name,n,prop
2016,M,Rei,14,6.94e-6
2016,M,Sakari,14,6.94e-6
2016,M,Tacari,14,6.94e-6
2016,M,Taji,14,6.94e-6
2016,M,Zachari,14,6.94e-6
2016,M,Zani,14,6.94e-6
2016,M,Abhi,13,6.44e-6
2016,M,Akoni,13,6.44e-6
2016,M,Armanii,13,6.44e-6
2016,M,Damauri,13,6.44e-6
2016,M,Emani,13,6.44e-6
2016,M,Giorgi,13,6.44e-6
2016,M,Jacai,13,6.44e-6
2016,M,Jari,13,6.44e-6
2016,M,Jodeci,13,6.44e-6
2016,M,Kanai,13,6.44e-6
2016,M,Kari,13,6.44e-6
2016,M,Kimoni,13,6.44e-6
2016,M,Machai,13,6.44e-6
2016,M,Maki,13,6.44e-6
2016,M,Malikhi,13,6.44e-6
2016,M,Malosi,13,6.44e-6
2016,M,Michai,13,6.44e-6
2016,M,Nori,13,6.44e-6
2016,M,Oluwanifemi,13,6.44e-6
2016,M,Qusai,13,6.44e-6
2016,M,Tadashi,13,6.44e-6
2016,M,Thai,13,6.44e-6
2016,M,Tri,13,6.44e-6
2016,M,Yobani,13,6.44e-6
2016,M,Zvi,13,6.44e-6
2016,M,Anthoni,12,5.95e-6
2016,M,Dacari,12,5.95e-6
2016,M,Dezi,12,5.95e-6
2016,M,Dmoni,12,5.95e-6
2016,M,Jachai,12,5.95e-6
2016,M,Jahkari,12,5.95e-6
2016,M,Jeovanni,12,5.95e-6
2016,M,Jianni,12,5.95e-6
2016,M,Jmari,12,5.95e-6
2016,M,Jovonni,12,5.95e-6
2016,M,Kamoni,12,5.95e-6
2016,M,Kemoni,12,5.95e-6
2016,M,Kweli,12,5.95e-6
2016,M,Macai,12,5.95e-6
2016,M,Safari,12,5.95e-6
2016,M,Yovanni,12,5.95e-6
2016,M,Zahari,12,5.95e-6
2016,M,Zuri,12,5.95e-6
2016,M,Amori,11,5.45e-6
2016,M,Cori,11,5.45e-6
2016,M,Davari,11,5.45e-6
2016,M,Edahi,11,5.45e-6
2016,M,Hiroshi,11,5.45e-6
2016,M,Jahlani,11,5.45e-6
2016,M,Jeovani,11,5.45e-6
2016,M,Jermari,11,5.45e-6
2016,M,Jimi,11,5.45e-6
2016,M,Jomari,11,5.45e-6
2016,M,Kalei,11,5.45e-6
2016,M,Khani,11,5.45e-6
2016,M,Kmari,11,5.45e-6
2016,M,Machi,11,5.45e-6
2016,M,Makhari,11,5.45e-6
2016,M,Malichi,11,5.45e-6
2016,M,Mehkai,11,5.45e-6
2016,M,Mikhi,11,5.45e-6
2016,M,Nickoli,11,5.45e-6
2016,M,Nolawi,11,5.45e-6
2016,M,Oluwatoni,11,5.45e-6
2016,M,Omarii,11,5.45e-6
2016,M,Omauri,11,5.45e-6
2016,M,Sabri,11,5.45e-6
2016,M,Safi,11,5.45e-6
2016,M,Tamari,11,5.45e-6
2016,M,Tori,11,5.45e-6
2016,M,Turki,11,5.45e-6
2016,M,Yi,11,5.45e-6
2016,M,Zaccai,11,5.45e-6
2016,M,Zakhari,11,5.45e-6
2016,M,Aoi,10,4.96e-6
2016,M,Daichi,10,4.96e-6
2016,M,Dakarri,10,4.96e-6
2016,M,Decari,10,4.96e-6
2016,M,Dyami,10,4.96e-6
2016,M,Fadi,10,4.96e-6
2016,M,Jahsai,10,4.96e-6
2016,M,Jaki,10,4.96e-6
2016,M,Jamarii,10,4.96e-6
2016,M,Kaimani,10,4.96e-6
2016,M,Kazuki,10,4.96e-6
2016,M,Kemauri,10,4.96e-6
2016,M,Ki,10,4.96e-6
2016,M,Koki,10,4.96e-6
2016,M,Kyi,10,4.96e-6
2016,M,Lehi,10,4.96e-6
2016,M,Lewi,10,4.96e-6
2016,M,Macari,10,4.96e-6
2016,M,Makani,10,4.96e-6
2016,M,Naftoli,10,4.96e-6
2016,M,Oli,10,4.96e-6
2016,M,Oluwafemi,10,4.96e-6
2016,M,Oluwaferanmi,10,4.96e-6
2016,M,Reyli,10,4.96e-6
2016,M,Ruairi,10,4.96e-6
2016,M,Toni,10,4.96e-6
2016,M,Volvi,10,4.96e-6
2016,M,Xabi,10,4.96e-6
2016,M,Yogi,10,4.96e-6
2016,M,Adlai,9,4.46e-6
2016,M,Ajai,9,4.46e-6
2016,M,Alekai,9,4.46e-6
2016,M,Aleksi,9,4.46e-6
2016,M,Amadi,9,4.46e-6
2016,M,Asani,9,4.46e-6
2016,M,Ayodeji,9,4.46e-6
2016,M,Edi,9,4.46e-6
2016,M,Elai,9,4.46e-6
2016,M,Elroi,9,4.46e-6
2016,M,Ghazi,9,4.46e-6
2016,M,Giani,9,4.46e-6
2016,M,Inaki,9,4.46e-6
2016,M,Jakarri,9,4.46e-6
2016,M,Jaloni,9,4.46e-6
2016,M,Jessi,9,4.46e-6
2016,M,Kalai,9,4.46e-6
2016,M,Kamai,9,4.46e-6
2016,M,Kamarii,9,4.46e-6
2016,M,Kamarri,9,4.46e-6
2016,M,Khayri,9,4.46e-6
2016,M,Kimari,9,4.46e-6
2016,M,Kwasi,9,4.46e-6
2016,M,Lui,9,4.46e-6
2016,M,Mahari,9,4.46e-6
2016,M,Malekai,9,4.46e-6
2016,M,Matvei,9,4.46e-6
2016,M,Naoki,9,4.46e-6
2016,M,Neji,9,4.46e-6
2016,M,Nimai,9,4.46e-6
2016,M,Rossi,9,4.46e-6
2016,M,Ruari,9,4.46e-6
2016,M,Sekai,9,4.46e-6
2016,M,Vasili,9,4.46e-6
2016,M,Yasmani,9,4.46e-6
2016,M,Yohandri,9,4.46e-6
2016,M,Zahki,9,4.46e-6
2016,M,Zai,9,4.46e-6
2016,M,Abdi,8,3.96e-6
2016,M,Abdulai,8,3.96e-6
2016,M,Abdulhadi,8,3.96e-6
2016,M,Amoni,8,3.96e-6
2016,M,Amri,8,3.96e-6
2016,M,Arti,8,3.96e-6
2016,M,Asai,8,3.96e-6
2016,M,Avari,8,3.96e-6
2016,M,Avishai,8,3.96e-6
2016,M,Dasani,8,3.96e-6
2016,M,Dmani,8,3.96e-6
2016,M,Fredi,8,3.96e-6
2016,M,Georgi,8,3.96e-6
2016,M,Geovonni,8,3.96e-6
2016,M,Ghali,8,3.96e-6
2016,M,Haggai,8,3.96e-6
2016,M,Hemi,8,3.96e-6
2016,M,Jabarri,8,3.96e-6
2016,M,Jahmani,8,3.96e-6
2016,M,Jakarii,8,3.96e-6
2016,M,Jamani,8,3.96e-6
2016,M,Jasiri,8,3.96e-6
2016,M,Jekhi,8,3.96e-6
2016,M,Jemari,8,3.96e-6
2016,M,Jodi,8,3.96e-6
2016,M,Kadri,8,3.96e-6
2016,M,Kawai,8,3.96e-6
2016,M,Keymani,8,3.96e-6
2016,M,Kolbi,8,3.96e-6
2016,M,Leovanni,8,3.96e-6
2016,M,Leroi,8,3.96e-6
2016,M,Maleki,8,3.96e-6
2016,M,Mekai,8,3.96e-6
2016,M,Mohammedali,8,3.96e-6
2016,M,Moroni,8,3.96e-6
2016,M,Nakhi,8,3.96e-6
2016,M,Nasri,8,3.96e-6
2016,M,Navi,8,3.96e-6
2016,M,Odai,8,3.96e-6
2016,M,Omni,8,3.96e-6
2016,M,Renji,8,3.96e-6
2016,M,Sani,8,3.96e-6
2016,M,Sergei,8,3.96e-6
2016,M,Sergi,8,3.96e-6
2016,M,Takashi,8,3.96e-6
2016,M,Tobi,8,3.96e-6
2016,M,Yali,8,3.96e-6
2016,M,Yordi,8,3.96e-6
2016,M,Yunqi,8,3.96e-6
2016,M,Yusei,8,3.96e-6
2016,M,Zimri,8,3.96e-6
2016,M,Abdiqani,7,3.47e-6
2016,M,Adeyemi,7,3.47e-6
2016,M,Akhi,7,3.47e-6
2016,M,Akili,7,3.47e-6
2016,M,Amirali,7,3.47e-6
2016,M,Amitai,7,3.47e-6
2016,M,Andri,7,3.47e-6
2016,M,Armari,7,3.47e-6
2016,M,Aukai,7,3.47e-6
2016,M,Bayani,7,3.47e-6
2016,M,Cavalli,7,3.47e-6
2016,M,Chidi,7,3.47e-6
2016,M,Chimaobi,7,3.47e-6
2016,M,Dakai,7,3.47e-6
2016,M,Elli,7,3.47e-6
2016,M,Emauri,7,3.47e-6
2016,M,Emoni,7,3.47e-6
2016,M,Enki,7,3.47e-6
2016,M,Gioni,7,3.47e-6
2016,M,Gyasi,7,3.47e-6
2016,M,Hamadi,7,3.47e-6
2016,M,Jahmai,7,3.47e-6
2016,M,Jamai,7,3.47e-6
2016,M,Jamoni,7,3.47e-6
2016,M,Jasi,7,3.47e-6
2016,M,Javoni,7,3.47e-6
2016,M,Jehlani,7,3.47e-6
2016,M,Jemini,7,3.47e-6
2016,M,Jerami,7,3.47e-6
2016,M,Kahri,7,3.47e-6
2016,M,Kavari,7,3.47e-6
2016,M,Keiji,7,3.47e-6
2016,M,Kelani,7,3.47e-6
2016,M,Keymari,7,3.47e-6
2016,M,Khazi,7,3.47e-6
2016,M,Kwesi,7,3.47e-6
2016,M,Kyrei,7,3.47e-6
2016,M,Loai,7,3.47e-6
2016,M,Maasai,7,3.47e-6
2016,M,Makyi,7,3.47e-6
2016,M,Malahki,7,3.47e-6
2016,M,Mani,7,3.47e-6
2016,M,Mikhai,7,3.47e-6
2016,M,Namari,7,3.47e-6
2016,M,Nephi,7,3.47e-6
2016,M,Nouri,7,3.47e-6
2016,M,Obi,7,3.47e-6
2016,M,Olujimi,7,3.47e-6
2016,M,Oluwatomi,7,3.47e-6
2016,M,Qumari,7,3.47e-6
2016,M,Ramari,7,3.47e-6
2016,M,Rani,7,3.47e-6
2016,M,Riki,7,3.47e-6
2016,M,Rikki,7,3.47e-6
2016,M,Romari,7,3.47e-6
2016,M,Sari,7,3.47e-6
2016,M,Seiji,7,3.47e-6
2016,M,Shakai,7,3.47e-6
2016,M,Siaosi,7,3.47e-6
2016,M,Sidi,7,3.47e-6
2016,M,Takeshi,7,3.47e-6
2016,M,Tavi,7,3.47e-6
2016,M,Yani,7,3.47e-6
2016,M,Zahi,7,3.47e-6
2016,M,Abdulwali,6,2.97e-6
2016,M,Addai,6,2.97e-6
2016,M,Ahmani,6,2.97e-6
2016,M,Alani,6,2.97e-6
2016,M,Atai,6,2.97e-6
2016,M,Ayobami,6,2.97e-6
2016,M,Ayotomi,6,2.97e-6
2016,M,Bentli,6,2.97e-6
2016,M,Bomani,6,2.97e-6
2016,M,Chukwudi,6,2.97e-6
2016,M,Daiki,6,2.97e-6
2016,M,Dhani,6,2.97e-6
2016,M,Eiji,6,2.97e-6
2016,M,Elienai,6,2.97e-6
2016,M,Enzi,6,2.97e-6
2016,M,Govani,6,2.97e-6
2016,M,Hamdi,6,2.97e-6
2016,M,Isahi,6,2.97e-6
2016,M,Issai,6,2.97e-6
2016,M,Jacarii,6,2.97e-6
2016,M,Jahbari,6,2.97e-6
2016,M,Jahri,6,2.97e-6
2016,M,Jamaari,6,2.97e-6
2016,M,Jamori,6,2.97e-6
2016,M,Jasani,6,2.97e-6
2016,M,Jayonni,6,2.97e-6
2016,M,Jiovonni,6,2.97e-6
2016,M,Jori,6,2.97e-6
2016,M,Kahli,6,2.97e-6
2016,M,Kaii,6,2.97e-6
2016,M,Kaisei,6,2.97e-6
2016,M,Kamalei,6,2.97e-6
2016,M,Kamori,6,2.97e-6
2016,M,Kauri,6,2.97e-6
2016,M,Keimari,6,2.97e-6
2016,M,Keoki,6,2.97e-6
2016,M,Lekai,6,2.97e-6
2016,M,Malacai,6,2.97e-6
2016,M,Malicai,6,2.97e-6
2016,M,Malikhai,6,2.97e-6
2016,M,Malykai,6,2.97e-6
2016,M,Massai,6,2.97e-6
2016,M,Mati,6,2.97e-6
2016,M,Maxi,6,2.97e-6
2016,M,Mohamadali,6,2.97e-6
2016,M,Mykai,6,2.97e-6
2016,M,Nakari,6,2.97e-6
2016,M,Naomi,6,2.97e-6
2016,M,Naphtali,6,2.97e-6
2016,M,Nekhi,6,2.97e-6
2016,M,Nikkolai,6,2.97e-6
2016,M,Olufemi,6,2.97e-6
2016,M,Oluwatofunmi,6,2.97e-6
2016,M,Onyekachi,6,2.97e-6
2016,M,Remmi,6,2.97e-6
2016,M,Rylei,6,2.97e-6
2016,M,Sakai,6,2.97e-6
2016,M,Senai,6,2.97e-6
2016,M,Shomari,6,2.97e-6
2016,M,Sinai,6,2.97e-6
2016,M,Skai,6,2.97e-6
2016,M,Taiki,6,2.97e-6
2016,M,Tali,6,2.97e-6
2016,M,Tashi,6,2.97e-6
2016,M,Timofei,6,2.97e-6
2016,M,Tomasi,6,2.97e-6
2016,M,Trai,6,2.97e-6
2016,M,Vitali,6,2.97e-6
2016,M,Yoshi,6,2.97e-6
2016,M,Yuvi,6,2.97e-6
2016,M,Zackari,6,2.97e-6
2016,M,Zakarri,6,2.97e-6
2016,M,Zakhai,6,2.97e-6
2016,M,Zekai,6,2.97e-6
2016,M,Zevi,6,2.97e-6
2016,M,Zhaki,6,2.97e-6
2016,M,Zi,6,2.97e-6
2016,M,Zmari,6,2.97e-6
2016,M,Aadhi,5,2.48e-6
2016,M,Aari,5,2.48e-6
2016,M,Abdulhaadi,5,2.48e-6
2016,M,Akachi,5,2.48e-6
2016,M,Alikai,5,2.48e-6
2016,M,Amaari,5,2.48e-6
2016,M,Amichai,5,2.48e-6
2016,M,Ashai,5,2.48e-6
2016,M,Audi,5,2.48e-6
2016,M,Auri,5,2.48e-6
2016,M,Azi,5,2.48e-6
2016,M,Badi,5,2.48e-6
2016,M,Beni,5,2.48e-6
2016,M,Brasi,5,2.48e-6
2016,M,Brodhi,5,2.48e-6
2016,M,Bukhari,5,2.48e-6
2016,M,Capri,5,2.48e-6
2016,M,Daithi,5,2.48e-6
2016,M,Damarii,5,2.48e-6
2016,M,Damori,5,2.48e-6
2016,M,Deivi,5,2.48e-6
2016,M,Dekhari,5,2.48e-6
2016,M,Demarri,5,2.48e-6
2016,M,Denahi,5,2.48e-6
2016,M,Denari,5,2.48e-6
2016,M,Domoni,5,2.48e-6
2016,M,Eddi,5,2.48e-6
2016,M,Elmi,5,2.48e-6
2016,M,Emori,5,2.48e-6
2016,M,Etai,5,2.48e-6
2016,M,Ezai,5,2.48e-6
2016,M,Giavonni,5,2.48e-6
2016,M,Ikai,5,2.48e-6
2016,M,Inri,5,2.48e-6
2016,M,Isileli,5,2.48e-6
2016,M,Itsuki,5,2.48e-6
2016,M,Ittai,5,2.48e-6
2016,M,Ivri,5,2.48e-6
2016,M,Izai,5,2.48e-6
2016,M,Jacorri,5,2.48e-6
2016,M,Jafari,5,2.48e-6
2016,M,Jahdai,5,2.48e-6
2016,M,Jahkhi,5,2.48e-6
2016,M,Jahkobi,5,2.48e-6
2016,M,Jahmi,5,2.48e-6
2016,M,Jakodi,5,2.48e-6
2016,M,Jakolbi,5,2.48e-6
2016,M,Janari,5,2.48e-6
2016,M,Javani,5,2.48e-6
2016,M,Javanni,5,2.48e-6
2016,M,Jesai,5,2.48e-6
2016,M,Jhamari,5,2.48e-6
2016,M,Jiayi,5,2.48e-6
2016,M,Johari,5,2.48e-6
2016,M,Kaci,5,2.48e-6
2016,M,Kaloni,5,2.48e-6
2016,M,Kamsi,5,2.48e-6
2016,M,Kaori,5,2.48e-6
2016,M,Keni,5,2.48e-6
2016,M,Kenichi,5,2.48e-6
2016,M,Kiari,5,2.48e-6
2016,M,Kiyoshi,5,2.48e-6
2016,M,Kosei,5,2.48e-6
2016,M,Kovi,5,2.48e-6
2016,M,Kyrii,5,2.48e-6
2016,M,Mahonri,5,2.48e-6
2016,M,Makaveli,5,2.48e-6
2016,M,Makoi,5,2.48e-6
2016,M,Malahkai,5,2.48e-6
2016,M,Malakyi,5,2.48e-6
2016,M,Masaki,5,2.48e-6
2016,M,Maui,5,2.48e-6
2016,M,Mordekai,5,2.48e-6
2016,M,Mosi,5,2.48e-6
2016,M,Motti,5,2.48e-6
2016,M,Mowgli,5,2.48e-6
2016,M,Muhammedali,5,2.48e-6
2016,M,Murari,5,2.48e-6
2016,M,Musashi,5,2.48e-6
2016,M,Mykhi,5,2.48e-6
2016,M,Nabi,5,2.48e-6
2016,M,Nafi,5,2.48e-6
2016,M,Nagi,5,2.48e-6
2016,M,Nazari,5,2.48e-6
2016,M,Necalli,5,2.48e-6
2016,M,Nikai,5,2.48e-6
2016,M,Novi,5,2.48e-6
2016,M,Olli,5,2.48e-6
2016,M,Oluwafikayomi,5,2.48e-6
2016,M,Oluwapelumi,5,2.48e-6
2016,M,Omi,5,2.48e-6
2016,M,Qi,5,2.48e-6
2016,M,Raji,5,2.48e-6
2016,M,Rudi,5,2.48e-6
2016,M,Rushi,5,2.48e-6
2016,M,Samori,5,2.48e-6
2016,M,Satoshi,5,2.48e-6
2016,M,Selasi,5,2.48e-6
2016,M,Shaddai,5,2.48e-6
2016,M,Shadi,5,2.48e-6
2016,M,Srihari,5,2.48e-6
2016,M,Tahji,5,2.48e-6
2016,M,Taisei,5,2.48e-6
2016,M,Tajai,5,2.48e-6
2016,M,Tochi,5,2.48e-6
2016,M,Toluwani,5,2.48e-6
2016,M,Tovi,5,2.48e-6
2016,M,Wasi,5,2.48e-6
2016,M,Yiovanni,5,2.48e-6
2016,M,Yuuki,5,2.48e-6
2016,M,Zachai,5,2.48e-6
2016,M,Zahkai,5,2.48e-6
2016,M,Zahkari,5,2.48e-6
2016,M,Zari,5,2.48e-6
2016,M,Zirui,5,2.48e-6
2017,F,Naomi,3823,0.00203904
2017,F,Leilani,2264,0.00120753
2017,F,Remi,1262,6.731e-4
2017,F,Cali,1122,5.9843e-4
2017,F,Kali,1083,5.7763e-4
2017,F,Maci,995,5.307e-4
2017,F,Lexi,938,5.0029e-4
2017,F,Heidi,850,4.5336e-4
2017,F,Zuri,847,4.5176e-4
2017,F,Yaretzi,773,4.1229e-4
2017,F,Amari,745,3.9735e-4
2017,F,Sarai,717,3.8242e-4
2017,F,Kennedi,713,3.8029e-4
2017,F,Alani,705,3.7602e-4
2017,F,Lorelei,680,3.6269e-4
2017,F,Demi,637,3.3975e-4
2017,F,Nayeli,628,3.3495e-4
2017,F,Kehlani,596,3.1788e-4
2017,F,Imani,572,3.0508e-4
2017,F,Kalani,565,3.0135e-4
2017,F,Lorelai,563,3.0028e-4
2017,F,Milani,536,2.8588e-4
2017,F,Charli,526,2.8055e-4
2017,F,Anahi,481,2.5655e-4
2017,F,Kailani,479,2.5548e-4
2017,F,Khaleesi,466,2.4855e-4
2017,F,Armani,438,2.3361e-4
2017,F,Kaylani,434,2.3148e-4
2017,F,Kori,426,2.2721e-4
2017,F,Noemi,369,1.9681e-4
2017,F,Amani,362,1.9308e-4
2017,F,Averi,354,1.8881e-4
2017,F,Kairi,352,1.8774e-4
2017,F,Yareli,352,1.8774e-4
2017,F,Tori,344,1.8348e-4
2017,F,Ari,337,1.7974e-4
2017,F,Kai,336,1.7921e-4
2017,F,Nalani,335,1.7868e-4
2017,F,Andi,319,1.7014e-4
2017,F,Meilani,292,1.5574e-4
2017,F,Malani,287,1.5307e-4
2017,F,Harmoni,280,1.4934e-4
2017,F,Ailani,277,1.4774e-4
2017,F,Saanvi,260,1.3867e-4
2017,F,Aubri,256,1.3654e-4
2017,F,Kamari,252,1.3441e-4
2017,F,Sarahi,248,1.3227e-4
2017,F,Dani,243,1.2961e-4
2017,F,Araceli,225,1.2001e-4
2017,F,Journi,221,1.1787e-4
2017,F,Nyomi,194,1.0347e-4
2017,F,Keilani,188,1.0027e-4
2017,F,Laylani,177,9.441e-5
2017,F,Emani,167,8.907e-5
2017,F,Khari,167,8.907e-5
2017,F,Rubi,165,8.8e-5
2017,F,Melani,164,8.747e-5
2017,F,Capri,162,8.64e-5
2017,F,Khalani,158,8.427e-5
2017,F,Nori,153,8.16e-5
2017,F,Toni,142,7.574e-5
2017,F,Ashanti,140,7.467e-5
2017,F,Journei,140,7.467e-5
2017,F,Leylani,140,7.467e-5
2017,F,Kaci,139,7.414e-5
2017,F,Eleni,138,7.36e-5
2017,F,Jaylani,137,7.307e-5
2017,F,Kenzi,137,7.307e-5
2017,F,Sanai,136,7.254e-5
2017,F,Karli,135,7.2e-5
2017,F,Avani,134,7.147e-5
2017,F,Emeri,133,7.094e-5
2017,F,Suri,133,7.094e-5
2017,F,Kari,131,6.987e-5
2017,F,Aditi,127,6.774e-5
2017,F,Lori,127,6.774e-5
2017,F,Carli,122,6.507e-5
2017,F,Cori,122,6.507e-5
2017,F,Lailani,121,6.454e-5
2017,F,Rori,121,6.454e-5
2017,F,Areli,120,6.4e-5
2017,F,Emi,119,6.347e-5
2017,F,Yaneli,119,6.347e-5
2017,F,Mari,117,6.24e-5
2017,F,Ali,114,6.08e-5
2017,F,Gianni,114,6.08e-5
2017,F,Taraji,114,6.08e-5
2017,F,Kennadi,112,5.974e-5
2017,F,Noelani,110,5.867e-5
2017,F,Nikki,106,5.654e-5
2017,F,Yatziri,106,5.654e-5
2017,F,Kalli,105,5.6e-5
2017,F,Kahlani,103,5.494e-5
2017,F,Marli,103,5.494e-5
2017,F,Khali,102,5.44e-5
2017,F,Kelsi,101,5.387e-5
2017,F,Laci,100,5.334e-5
2017,F,Emoni,99,5.28e-5
2017,F,Sanvi,98,5.227e-5
2017,F,Armoni,97,5.174e-5
2017,F,Tanvi,97,5.174e-5
2017,F,Emmi,96,5.12e-5
2017,F,Anjali,94,5.014e-5
2017,F,Kodi,94,5.014e-5
2017,F,Kelani,92,4.907e-5
2017,F,Xitlali,89,4.747e-5
2017,F,Citlali,87,4.64e-5
2017,F,Anvi,83,4.427e-5
2017,F,Yuri,83,4.427e-5
2017,F,Aulani,81,4.32e-5
2017,F,Nahomi,80,4.267e-5
2017,F,Avni,79,4.214e-5
2017,F,Delani,79,4.214e-5
2017,F,Jovi,79,4.214e-5
2017,F,Brandi,78,4.16e-5
2017,F,Jessi,78,4.16e-5
2017,F,Lani,78,4.16e-5
2017,F,Jaci,77,4.107e-5
2017,F,Kambri,77,4.107e-5
2017,F,Ruhi,75,4e-5
2017,F,Anali,74,3.947e-5
2017,F,Khori,74,3.947e-5
2017,F,Lilli,74,3.947e-5
2017,F,Auri,73,3.894e-5
2017,F,Calli,73,3.894e-5
2017,F,Elani,73,3.894e-5
2017,F,Joi,73,3.894e-5
2017,F,Kayli,73,3.894e-5
2017,F,Navi,72,3.84e-5
2017,F,Triniti,72,3.84e-5
2017,F,Ani,70,3.734e-5
2017,F,Aarohi,69,3.68e-5
2017,F,Randi,69,3.68e-5
2017,F,Aylani,68,3.627e-5
2017,F,Elli,68,3.627e-5
2017,F,Kynnedi,68,3.627e-5
2017,F,Danni,67,3.574e-5
2017,F,Loralei,67,3.574e-5
2017,F,Keyli,66,3.52e-5
2017,F,Denali,65,3.467e-5
2017,F,Makenzi,65,3.467e-5
2017,F,Nayomi,64,3.414e-5
2017,F,Janai,63,3.36e-5
2017,F,Zori,63,3.36e-5
2017,F,Anayeli,62,3.307e-5
2017,F,Bobbi,62,3.307e-5
2017,F,Sinai,62,3.307e-5
2017,F,Zhuri,62,3.307e-5
2017,F,Destini,61,3.254e-5
2017,F,Lili,61,3.254e-5
2017,F,Luci,61,3.254e-5
2017,F,Skai,60,3.2e-5
2017,F,Kaelani,59,3.147e-5
2017,F,Khelani,59,3.147e-5
2017,F,Legaci,59,3.147e-5
2017,F,Camari,58,3.093e-5
2017,F,Joni,58,3.093e-5
2017,F,Azari,57,3.04e-5
2017,F,Jalani,57,3.04e-5
2017,F,Kaylei,57,3.04e-5
2017,F,Gigi,56,2.987e-5
2017,F,Kensli,56,2.987e-5
2017,F,Marlei,56,2.987e-5
2017,F,Yuritzi,56,2.987e-5
2017,F,Honesti,55,2.933e-5
2017,F,Ishani,55,2.933e-5
2017,F,Leni,55,2.933e-5
2017,F,Rylei,55,2.933e-5
2017,F,Aanvi,54,2.88e-5
2017,F,Yurani,54,2.88e-5
2017,F,Cami,53,2.827e-5
2017,F,Kami,53,2.827e-5
2017,F,Levi,53,2.827e-5
2017,F,Magali,53,2.827e-5
2017,F,Mayeli,53,2.827e-5
2017,F,Natali,53,2.827e-5
2017,F,Ahlani,52,2.773e-5
2017,F,Amoni,52,2.773e-5
2017,F,Mahi,52,2.773e-5
2017,F,Mei,52,2.773e-5
2017,F,Zoei,52,2.773e-5
2017,F,Aubrei,51,2.72e-5
2017,F,Cambri,51,2.72e-5
2017,F,Alexi,50,2.667e-5
2017,F,Harli,50,2.667e-5
2017,F,Naylani,50,2.667e-5
2017,F,Remmi,50,2.667e-5
2017,F,Sereniti,50,2.667e-5
2017,F,Zari,50,2.667e-5
2017,F,Jermani,49,2.613e-5
2017,F,Romi,49,2.613e-5
2017,F,Alanni,48,2.56e-5
2017,F,Audri,48,2.56e-5
2017,F,Indi,48,2.56e-5
2017,F,Nefertari,48,2.56e-5
2017,F,Rikki,48,2.56e-5
2017,F,Ezri,47,2.507e-5
2017,F,Kateri,47,2.507e-5
2017,F,Merci,47,2.507e-5
2017,F,Amairani,46,2.453e-5
2017,F,Anari,46,2.453e-5
2017,F,Dayami,46,2.453e-5
2017,F,Kenadi,46,2.453e-5
2017,F,Kimani,46,2.453e-5
2017,F,Aarvi,45,2.4e-5
2017,F,Landri,45,2.4e-5
2017,F,Sydni,45,2.4e-5
2017,F,Vaani,45,2.4e-5
2017,F,Jai,44,2.347e-5
2017,F,Kashvi,44,2.347e-5
2017,F,Mali,44,2.347e-5
2017,F,Maylani,44,2.347e-5
2017,F,Naiomi,44,2.347e-5
2017,F,Niomi,44,2.347e-5
2017,F,Saori,44,2.347e-5
2017,F,Shanvi,44,2.347e-5
2017,F,Ami,43,2.293e-5
2017,F,Emori,43,2.293e-5
2017,F,Livi,43,2.293e-5
2017,F,Melodi,43,2.293e-5
2017,F,Samari,43,2.293e-5
2017,F,Tahani,43,2.293e-5
2017,F,Terri,43,2.293e-5
2017,F,Xareni,43,2.293e-5
2017,F,Aashvi,42,2.24e-5
2017,F,Ahri,42,2.24e-5
2017,F,Jodi,42,2.24e-5
2017,F,Peri,42,2.24e-5
2017,F,Aili,41,2.187e-5
2017,F,Alli,41,2.187e-5
2017,F,Azuri,41,2.187e-5
2017,F,Bodhi,41,2.187e-5
2017,F,Harmonii,41,2.187e-5
2017,F,Ishanvi,41,2.187e-5
2017,F,Mckenzi,41,2.187e-5
2017,F,Sayuri,41,2.187e-5
2017,F,Vaishnavi,41,2.187e-5
2017,F,Avi,40,2.133e-5
2017,F,Kensi,40,2.133e-5
2017,F,Kylei,40,2.133e-5
2017,F,Rei,40,2.133e-5
2017,F,Tommi,40,2.133e-5
2017,F,Angeli,39,2.08e-5
2017,F,Jori,39,2.08e-5
2017,F,Journii,39,2.08e-5
2017,F,Kaori,39,2.08e-5
2017,F,Nidhi,39,2.08e-5
2017,F,Ridhi,39,2.08e-5
2017,F,Kamani,38,2.027e-5
2017,F,Kiyomi,38,2.027e-5
2017,F,Nami,38,2.027e-5
2017,F,Stori,38,2.027e-5
2017,F,Adali,37,1.973e-5
2017,F,Dayani,37,1.973e-5
2017,F,Kayci,37,1.973e-5
2017,F,Kymani,37,1.973e-5
2017,F,Royalti,37,1.973e-5
2017,F,Shivani,37,1.973e-5
2017,F,Akari,36,1.92e-5
2017,F,Aloni,36,1.92e-5
2017,F,Caeli,36,1.92e-5
2017,F,Yashvi,36,1.92e-5
2017,F,Adamari,35,1.867e-5
2017,F,Emari,35,1.867e-5
2017,F,Emri,35,1.867e-5
2017,F,Kayloni,35,1.867e-5
2017,F,Keri,35,1.867e-5
2017,F,Letti,35,1.867e-5
2017,F,Oluwadarasimi,35,1.867e-5
2017,F,Perri,35,1.867e-5
2017,F,Shai,35,1.867e-5
2017,F,Stormi,35,1.867e-5
2017,F,Amarachi,34,1.813e-5
2017,F,Kaili,34,1.813e-5
2017,F,Kassidi,34,1.813e-5
